Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/2018	Portugal	39.4	-8.2	4	32	Evropa	42	30	71.4 %	0	1997	2025	2025 (4)	France (23); Spain (7); Brazil (5); Switzerland (5); Germany (5); Italy (4); United Kingdom (3); Belgium (2)	2025: Ariel; 2025: Luminous Life; 2025: Maria Henriqueta Was Here; 2025: Two Times João Liberada; 2024: Banzo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Portugal	Production country appearances in KVIFF catalogue
01/07/2018	Qatar	25.4	51.2	4	19	Blizky vychod	46	45	97.8 %	1	2011	2025	2021 (7)	France (33); Germany (13); Lebanon (7); USA (6); Palestine (5); Belgium (5); United Arab Emirates (5); Tunisia (5)	2025: All That's Left of You; 2025: Promised Sky; 2024: Shambhala; 2024: Who Do I Belong To; 2024: Brief History of a Family	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Qatar	Production country appearances in KVIFF catalogue
01/07/2018	Romania	45.9	24.9	3	59	Evropa	78	50	64.1 %	8	1994	2025	2015 (7)	France (19); Germany (16); Czech Republic (8); Bulgaria (7); Hungary (6); Italy (4); Netherlands (4); Poland (4)	2025: Two Prosecutors; 2025: Kontinental '25; 2025: Cinema Jazireh; 2024: Panopticon; 2024: If I Float	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Romania	Production country appearances in KVIFF catalogue
01/07/2018	Russia	61.5	105.3	8	256	Evropa	264	77	29.2 %	4	1992	2022	1998 (19)	Germany (27); France (26); Finland (6); Estonia (6); United Kingdom (5); Italy (5); Switzerland (5); Kazakhstan (5)	2022: Captain Volkonogov Escaped; 2022: Flood; 2021: Brighton 4th; 2021: Compartment No. 6; 2021: Conference	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Russia	Production country appearances in KVIFF catalogue
01/07/2018	Serbia	44	20.9	1	35	Evropa	54	42	77.8 %	1	2003	2025	2022 (5)	Croatia (18); Germany (10); Slovenia (10); France (9); Bosnia and Herzegovina (7); North Macedonia (7); Montenegro (5); Bulgaria (4)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: When The Phone Rang; 2025: Absolute 100; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Serbia	Production country appearances in KVIFF catalogue
01/07/2018	Slovak Republic	48.7	19.7	8	119	Evropa	179	152	84.9 %	144	1994	2025	2017 (15)	Czech Republic (144); France (19); Germany (13); Poland (12); Hungary (8); Austria (6); Ukraine (4); Slovenia (4)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovak Republic	Production country appearances in KVIFF catalogue
01/07/2018	Slovenia	46.2	14.9	2	46	Evropa	59	36	61 %	9	1994	2025	2025 (5)	Croatia (13); Serbia (10); Czech Republic (9); France (7); Germany (7); Bosnia and Herzegovina (7); Italy (4); Slovak Republic (4)	2025: Little Trouble Girls; 2025: Tales from the Magic Garden; 2025: Greek Apricots; 2025: Prince Ki-Ki-Do: Surprise Egg; 2025: Prince Ki-Ki-Do: Winter Story	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovenia	Production country appearances in KVIFF catalogue
01/07/2018	South Korea	36.5	127.8	2	116	Asie	130	16	12.3 %	1	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say to You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	South Korea	Production country appearances in KVIFF catalogue
01/07/2018	Spain	40.5	-3.7	5	207	Evropa	241	105	43.6 %	0	1992	2025	2001 (15)	France (45); Argentina (22); Italy (17); Mexico (16); Germany (12); United Kingdom (11); USA (10); Portugal (7)	2025: Kill the Jockey; 2025: Mysterious Gaze of the Flamingo; 2025: Anatomy of the Horses; 2025: Ariel; 2025: Sirât	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Spain	Production country appearances in KVIFF catalogue
01/07/2018	Sweden	60.1	18.6	3	116	Evropa	150	86	57.3 %	5	1995	2025	2010 (9)	Denmark (33); France (23); Germany (20); Norway (15); Finland (11); Poland (10); Netherlands (9); Iceland (7)	2025: Love That Remains; 2025: Visitor; 2024: Crossing; 2024: My Favourite Cake; 2024: Girl with the Needle	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Sweden	Production country appearances in KVIFF catalogue
01/07/2018	Switzerland	46.8	8.2	8	109	Evropa	140	99	70.7 %	6	1994	2025	2015 (12)	France (47); Germany (30); Italy (16); Austria (7); Czech Republic (6); United Kingdom (6); Belgium (6); Russia (5)	2025: Kontinental '25; 2025: Kuap; 2025: Teenage Cowboy; 2025: 1:10; 2024: Gloria!	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Switzerland	Production country appearances in KVIFF catalogue
01/07/2018	Tunisia	33.9	9.5	1	8	Afrika	14	13	92.9 %	0	1997	2025	2022 (3)	France (9); Qatar (5); Belgium (4); Switzerland (2); United Arab Emirates (2); Lebanon (2); Palestine (1); Netherlands (1)	2025: Promised Sky; 2024: Who Do I Belong To; 2022: Under the Fig Trees; 2022: Harka; 2022: Beirut the Encounter	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Tunisia	Production country appearances in KVIFF catalogue
01/07/2018	Turkey	39	35.2	2	55	Blizky vychod	69	44	63.8 %	1	1992	2025	2004 (11)	France (17); Germany (15); Greece (7); Bulgaria (6); Bosnia and Herzegovina (4); Switzerland (4); Qatar (4); Italy (3)	2025: Cinema Jazireh; 2025: Things You Kill; 2024: Shambhala; 2024: Crossing; 2024: Nothing in Its Place	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Turkey	Production country appearances in KVIFF catalogue
01/07/2018	Ukraine	48.4	31.2	3	32	Evropa	50	27	54 %	4	1997	2025	1998 (5)	France (7); Germany (6); Netherlands (6); Czech Republic (4); Slovak Republic (4); Poland (3); USA (3); Russia (2)	2025: Divia; 2025: Timestamp; 2025: I Died in Irpin; 2025: 2000 Metres to Andriivka; 2024: Porcelain War	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ukraine	Production country appearances in KVIFF catalogue
01/07/2018	United Arab Emirates	23.4	53.8	1	9	Blizky vychod	9	9	100 %	0	2010	2018	2015 (3)	France (5); Lebanon (5); Qatar (5); Palestine (3); United Kingdom (2); Tunisia (2); Iraq (1); Netherlands (1)	2018: Wajib; 2017: Last of Us; 2016: As I Open My Eyes; 2016: Tramontane; 2015: Sleepless Nights	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Arab Emirates	Production country appearances in KVIFF catalogue
01/07/2018	United Kingdom	55.4	-3.4	15	433	Evropa	507	227	44.8 %	14	1994	2025	2014 (39)	USA (69); France (51); Germany (32); Ireland (27); Italy (21); Canada (14); Czech Republic (14); Netherlands (14)	2025: Kontinental '25; 2025: Bogancloch; 2025: N3G; 2025: Barry Lyndon; 2025: Christy	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Kingdom	Production country appearances in KVIFF catalogue
01/07/2018	Uruguay	-32.5	-55.8	1	12	Latinska Amerika	16	14	87.5 %	0	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Uruguay	Production country appearances in KVIFF catalogue
01/07/2018	USA	39.8	-98.6	60	892	Severni Amerika	1077	273	25.3 %	15	1994	2025	2006 (61)	United Kingdom (69); France (60); Germany (44); Italy (20); Netherlands (16); Czech Republic (15); Canada (15); Mexico (14)	2025: Kill the Jockey; 2025: Divia; 2025: About a Hero; 2025: Barry Lyndon; 2025: Dreams	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USA	Production country appearances in KVIFF catalogue
01/07/2018	USSR	61.5	105.3	1	24	Evropa	25	1	4 %	0	1995	2019	1999 (7)	Egypt (1)	2019: Dawn of a New Day; 2018: The Cranes Are Flying; 2017: Mirror; 2015: Ascent; 2015: Asthenic Syndrome	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USSR	Production country appearances in KVIFF catalogue
01/07/2019	Albania	41.2	20.2	1	13	Evropa	14	12	85.7 %	1	1997	2021	2015 (2)	Kosovo (5); France (4); Germany (4); Italy (2); Switzerland (2); Poland (1); Czech Republic (1); Austria (1)	2021: Hive; 2019: Aga's House; 2015: Sworn Virgin; 2015: CHROMIUM; 2014: Bota	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Albania	Production country appearances in KVIFF catalogue
01/07/2019	Algeria	28	1.7	2	3	Afrika	3	3	100 %	0	2004	2019	2019 (2)	France (2); Belgium (1); Qatar (1); Egypt (1)	2019: Papicha; 2019: Return of the Prodigal Son; 2004: Viva Algeria	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Algeria	Production country appearances in KVIFF catalogue
01/07/2019	Argentina	-38.4	-63.6	5	85	Latinska Amerika	99	64	64.6 %	1	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Argentina	Production country appearances in KVIFF catalogue
01/07/2019	Australia	-25.3	133.8	1	84	Oceanie	96	18	18.8 %	1	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen Bones – To Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Australia	Production country appearances in KVIFF catalogue
01/07/2019	Austria	47.5	14.5	6	169	Evropa	192	88	45.8 %	6	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: I’m Not Everything I Want to Be	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Austria	Production country appearances in KVIFF catalogue
01/07/2019	Belgium	50.5	4.5	7	172	Evropa	212	144	67.9 %	0	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze of the Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Belgium	Production country appearances in KVIFF catalogue
01/07/2019	Bosnia and Herzegovina	43.9	17.7	3	35	Evropa	39	23	59 %	1	2000	2025	2000 (12)	Croatia (10); France (8); Germany (8); Serbia (7); Slovenia (7); Turkey (4); Austria (4); Netherlands (3)	2025: Hurikán; 2023: Facing Darkness; 2021: Quo vadis, Aida?; 2021: Oasis; 2019: Stitches	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Bosnia and Herzegovina	Production country appearances in KVIFF catalogue
01/07/2019	Brazil	-14.2	-51.9	4	62	Latinska Amerika	74	33	44.6 %	0	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: Kontinental '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Brazil	Production country appearances in KVIFF catalogue
01/07/2019	Bulgaria	42.7	25.5	1	43	Evropa	53	40	75.5 %	6	1994	2025	2018 (4)	Germany (14); France (11); Romania (7); Czech Republic (6); Turkey (6); Greece (5); Serbia (4); Russia (4)	2025: Cinema Jazireh; 2025: How Come It's All Green Out Here?; 2024: Windless; 2023: To the North; 2023: Citizen Saint	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Bulgaria	Production country appearances in KVIFF catalogue
01/07/2019	Canada	56.1	-106.3	1	191	Severni Amerika	219	76	34.7 %	2	1992	2025	2005 (16)	France (22); USA (15); United Kingdom (14); Germany (6); Belgium (4); Palestine (3); China (3); Lebanon (3)	2025: Things You Kill; 2025: Partition; 2025: Archipelago of Earthen Bones – To Bunya; 2025: Shattered Glass; 2025: Black Screen Too	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Canada	Production country appearances in KVIFF catalogue
01/07/2019	Chile	-35.7	-71.5	2	22	Latinska Amerika	28	20	71.4 %	0	1998	2025	2017 (4)	France (8); Germany (7); Argentina (5); Spain (3); Mexico (3); Netherlands (3); Brazil (3); USA (2)	2025: Mysterious Gaze of the Flamingo; 2025: Blue Trail; 2024: AliEN0089; 2023: Delinquents; 2023: Sorcery	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Chile	Production country appearances in KVIFF catalogue
01/07/2019	China	35.9	104.2	3	62	Asie	68	31	45.6 %	0	1994	2025	2002 (8)	France (12); Hong Kong (9); USA (7); Canada (3); Japan (3); United Kingdom (2); Germany (2); South Korea (2)	2025: Resurrection; 2025: Girls on Wire; 2024: Shambhala; 2024: Stranger; 2024: Brief History of a Family	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	China	Production country appearances in KVIFF catalogue
01/07/2019	Colombia	4.6	-74.3	2	13	Latinska Amerika	18	16	88.9 %	0	2004	2025	2015 (3)	France (6); Argentina (4); Germany (4); USA (3); Spain (3); Netherlands (3); Qatar (3); Denmark (2)	2025: Anatomy of the Horses; 2025: Forensics; 2023: Song of the Auricanturi; 2021: Memoria; 2021: Amparo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Colombia	Production country appearances in KVIFF catalogue
01/07/2019	Croatia	45.1	15.2	2	55	Evropa	71	54	76.1 %	8	1994	2025	2017 (6)	Serbia (18); Slovenia (13); Germany (12); Bosnia and Herzegovina (10); Czech Republic (8); France (5); North Macedonia (4); Hungary (3)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: Greek Apricots; 2025: Other Side of Summer; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Croatia	Production country appearances in KVIFF catalogue
01/07/2019	Czech Republic	49.8	15.5	29	668	Evropa	783	249	31.8 %	0	1994	2025	1994 (46)	Slovak Republic (144); France (40); Germany (34); Poland (22); USA (15); United Kingdom (14); Italy (9); Slovenia (9)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czech Republic	Production country appearances in KVIFF catalogue
01/07/2019	Czechoslovakia	49.8	15	11	119	Evropa	135	6	4.4 %	0	1992	2025	1995 (16)	Italy (2); Germany (1); France (1); Poland (1); Belgium (1)	2025: Death of the Beautiful Deer; 2025: Ecce Homo Homolka; 2025: Every Young Man; 2024: Joseph Kilian; 2024: Murdering the Devil	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czechoslovakia	Production country appearances in KVIFF catalogue
01/07/2019	Denmark	56.3	9.5	6	122	Evropa	150	84	56 %	6	1995	2025	2005 (10)	Sweden (33); France (28); Germany (22); Iceland (13); Norway (12); United Kingdom (10); Netherlands (8); Mexico (7)	2025: Kill the Jockey; 2025: Love That Remains; 2025: Sentimental Value; 2025: About a Hero; 2024: Crossing	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Denmark	Production country appearances in KVIFF catalogue
01/07/2019	Egypt	26.8	30.8	11	16	Blizky vychod	19	10	52.6 %	0	2000	2023	2019 (11)	France (6); Germany (3); Netherlands (2); Qatar (2); Saudi Arabia (2); Iraq (1); United Kingdom (1); Palestine (1)	2023: Goodbye Julia; 2023: Mother of All Lies; 2021: Feathers; 2019: Dawn of a New Day; 2019: Return of the Prodigal Son	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Egypt	Production country appearances in KVIFF catalogue
01/07/2019	Estonia	58.6	25	2	47	Evropa	52	21	40.4 %	1	1996	2023	2018 (7)	Finland (6); Russia (6); Latvia (5); Germany (4); Sweden (3); France (3); Lithuania (2); USA (1)	2023: Stolen Meeting; 2022: Captain Volkonogov Escaped; 2021: Compartment No. 6; 2021: Conference; 2021: My Dear Corpses	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Estonia	Production country appearances in KVIFF catalogue
01/07/2019	Finland	61.9	25.7	1	67	Evropa	76	40	52.6 %	2	1992	2025	1995 (6)	Germany (18); Sweden (11); Estonia (6); Russia (6); Denmark (4); United Kingdom (3); Brazil (2); Latvia (2)	2025: Fish River Anthology; 2024: Preemptive Listening; 2024: Silent Trilogy; 2023: Fallen Leaves; 2023: Sisu	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Finland	Production country appearances in KVIFF catalogue
01/07/2019	France	46.2	2.2	25	781	Evropa	985	676	68.6 %	40	1992	2025	2024 (54)	Germany (152); Italy (117); Belgium (107); USA (60); United Kingdom (51); Switzerland (47); Spain (45); Netherlands (41)	2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Renoir; 2025: Anatomy of the Horses; 2025: Hurikán	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	France	Production country appearances in KVIFF catalogue
01/07/2019	Georgia	42.3	43.4	1	21	Asie	32	23	71.9 %	1	1994	2025	2017 (5)	France (11); Germany (8); USA (3); Kazakhstan (2); Ukraine (2); Russia (2); Croatia (2); Qatar (2)	2025: April; 2024: Crossing; 2024: Panopticon; 2023: Citizen Saint; 2023: Blackbird Blackbird Blackberry	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Georgia	Production country appearances in KVIFF catalogue
01/07/2019	Germany	51.2	10.4	15	547	Evropa	653	434	66.5 %	34	1992	2025	2015 (30)	France (152); Austria (51); USA (44); Czech Republic (34); United Kingdom (32); Netherlands (32); Italy (31); Switzerland (30)	2025: All That's Left of You; 2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Sentimental Value; 2025: Yes	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Germany	Production country appearances in KVIFF catalogue
01/07/2019	Greece	39.1	21.8	3	74	Evropa	84	36	42.9 %	2	1995	2025	2015 (10)	Germany (13); Turkey (7); Cyprus (6); France (5); Bulgaria (5); Netherlands (5); Italy (2); Romania (2)	2025: All That's Left of You; 2025: N3G; 2025: They Come Out of Margo; 2023: To the North; 2023: Embryo Larva Butterfly	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Greece	Production country appearances in KVIFF catalogue
01/07/2019	Hong Kong	22.3	114.2	1	26	Asie	31	13	41.9 %	1	1995	2025	1995 (6)	China (9); USA (4); France (2); Germany (1); Italy (1); Luxembourg (1); Thailand (1); Netherlands (1)	2025: Keep Out; 2025: Mr. Vampire; 2024: Shambhala; 2023: Way of the Dragon; 2022: All the Crows in the World	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hong Kong	Production country appearances in KVIFF catalogue
01/07/2019	Hungary	47.2	19.5	2	113	Evropa	122	54	44.3 %	7	1992	2025	2000 (10)	Germany (22); France (11); Slovak Republic (8); Czech Republic (7); Romania (6); Austria (5); United Kingdom (4); USA (4)	2025: Diamond Beauty; 2025: Jimmy Jaguar; 2024: Explanation for Everything; 2023: Infinity Pool; 2023: White Plastic Sky	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hungary	Production country appearances in KVIFF catalogue
01/07/2019	Iceland	64.9	-18.6	2	41	Evropa	50	29	58 %	1	1996	2025	2007 (5)	Denmark (13); United Kingdom (8); Sweden (7); Germany (6); France (6); USA (4); Norway (4); Poland (2)	2025: Love That Remains; 2024: When the Light Breaks; 2023: Nest; 2022: Beautiful Beings; 2022: Godland	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iceland	Production country appearances in KVIFF catalogue
